cluster_id,name,cg_name,ra_deg,dec_deg,radius_deg,dist_pc,age_gyr,n_members
coin_gaia_17,[CKS2019] COIN-Gaia 17,COIN-Gaia_17,81.244,37.558,0.378,1082.0,0.3981,67
fsr_0306,[FSR2007] 0306,FSR_0306,322.129,51.69,0.25,2681.0,0.5129,67
gulliver_59,Cl Gulliver 59,Gulliver_59,195.721,-64.6,0.43,2199.0,0.166,67
lp_2123,[LP2019] 2123,LP_2123,297.959,22.107,0.25,1670.0,0.3467,67
lp_861,[LP2019] 861,LP_861,244.705,-52.88,0.25,4087.0,1.8621,67
ngc_2567,NGC 2567,NGC_2567,124.645,-30.631,0.25,1726.0,0.3162,67
ngc_4463,NGC 4463,NGC_4463,187.466,-64.8,0.25,1804.0,0.0288,67
ngc_6031,NGC 6031,NGC_6031,241.907,-54.014,0.25,1702.0,0.0891,67
teutsch_10,Teutsch 10,Teutsch_10,86.096,28.828,0.25,3450.0,0.6166,67
ubc_159,UBC 159,UBC_159,339.03,39.621,0.458,472.0,0.0145,67
ubc_285,UBC 285,UBC_285,184.671,-65.42,0.263,1647.0,0.0617,67
ubc_497,UBC 497,UBC_497,158.003,-57.01,0.25,500.0,0.1,67
upk_150,UPK 150,UPK_150,319.474,54.516,1.458,1031.0,0.0257,67
upk_562,UPK 562,UPK_562,165.861,-56.978,1.222,802.0,0.0977,67
berkeley_6,Cl Berkeley 6,Berkeley_6,27.803,61.061,0.25,3051.0,0.2239,66
fsr_1342,[FSR2007] 1342,FSR_1342,119.487,-31.511,0.25,4384.0,0.0257,66
ruprecht_54,Cl Ruprecht 54,Ruprecht_54,122.844,-31.947,0.25,4858.0,0.2754,66
ubc_139,UBC 139,UBC_139,302.728,35.764,0.258,2095.0,0.2291,66
ubc_254,UBC 254,UBC_254,143.659,-54.375,0.25,1781.0,0.1096,66
ubc_342,UBC 342,UBC_342,273.914,-14.925,0.51,1585.0,0.0141,66
ubc_474,UBC 474,UBC_474,124.866,-33.216,0.305,4990.0,0.7413,66
ascc_10,[KPR2005] 10,ASCC_10,51.87,34.981,1.395,660.0,0.263,65
ascc_110,[KPR2005] 110,ASCC_110,300.742,33.528,0.508,1971.0,0.7943,65
archinal_1,NAME Archinal 1,Archinal_1,283.709,5.55,0.25,500.0,0.1,65
bdsb96,[BDS2003] 96,BDSB96,106.332,-12.327,0.25,1144.0,0.0079,65
fsr_0282,[FSR2007] 0282,FSR_0282,315.572,48.096,0.25,4137.0,0.3467,65
juchert_saloran_1,NAME Juchert-Saloranta 1,Juchert_Saloran_1,4.078,59.967,0.25,5383.0,0.6026,65
king_15,Cl King 15,King_15,8.262,61.854,0.25,3403.0,0.2951,65
lp_2100,[LP2019] 2100,LP_2100,227.612,-60.495,0.343,1992.0,0.2512,65
ngc_744,NGC 744,NGC_744,29.652,55.473,0.25,1373.0,0.1349,65
ruprecht_170,Cl Ruprecht 170,Ruprecht_170,276.335,-9.995,0.25,2159.0,0.0589,65
sai_109,SAI 109,SAI_109,145.902,-50.797,0.25,7159.0,1.0471,65
teutsch_2,Teutsch 2,Teutsch_2,85.342,39.237,0.25,4807.0,1.5849,65
ubc_249,UBC 249,UBC_249,136.943,-52.945,0.385,1938.0,0.3162,65
ubc_27,UBC 27,UBC_27,294.337,15.589,0.39,1137.0,0.5888,65
ubc_357,UBC 357,UBC_357,284.743,-0.237,0.25,3100.0,0.0066,65
ubc_46,UBC 46,UBC_46,33.672,57.318,0.36,2626.0,0.1122,65
ubc_74,UBC 74,UBC_74,95.461,22.419,0.25,2570.0,0.4365,65
gulliver_46,Cl Gulliver 46,Gulliver_46,186.234,-61.973,0.25,4587.0,0.0117,64
loden_372,Cl Loden 372,Loden_372,172.769,-58.507,0.25,1734.0,0.0955,64
ngc_7063,NGC 7063,NGC_7063,321.122,36.507,0.3,661.0,0.0977,64
ngc_7296,NGC 7296,NGC_7296,337.0,52.321,0.25,2365.0,0.1047,64
ubc_153,UBC 153,UBC_153,316.243,46.271,0.25,3391.0,0.3311,64
ubc_26,UBC 26,UBC_26,285.37,22.02,1.792,582.0,0.0355,64
ubc_537,UBC 537,UBC_537,242.896,-53.037,0.25,3316.0,2.1878,64
upk_20,UPK 20,UPK_20,281.145,-14.456,1.002,494.0,2.138,64
ascc_99,[KPR2005] 99,ASCC_99,282.17,-18.488,1.607,285.0,0.3548,63
berkeley_52,Cl Berkeley 52,Berkeley_52,303.621,28.947,0.25,500.0,0.1,63
collinder_338,Cl Collinder 338,Collinder_338,264.483,-37.657,0.605,643.0,0.1445,63
lp_282,[LP2019] 282,LP_282,265.248,-33.257,0.25,500.0,0.1,63
ruprecht_84,Cl Ruprecht 84,Ruprecht_84,147.281,-65.259,0.25,1732.0,0.3467,63
sai_113,SAI 113,SAI_113,155.685,-59.51,0.25,5241.0,0.0089,63
ubc_155,UBC 155,UBC_155,318.413,50.134,0.318,1593.0,0.4786,63
ubc_289,UBC 289,UBC_289,191.193,-61.154,0.25,2007.0,0.138,63
ubc_508,UBC 508,UBC_508,164.106,-60.489,0.25,4581.0,1.2023,63
upk_606,UPK 606,UPK_606,216.12,-46.39,1.615,500.0,0.1,63
upk_93,UPK 93,UPK_93,300.324,29.971,0.99,692.0,0.5129,63
coin_gaia_26,[CKS2019] COIN-Gaia 26,COIN-Gaia_26,83.771,15.721,0.268,1442.0,0.1698,62
czernik_40,Cl Czernik 40,Czernik_40,295.661,21.145,0.25,4610.0,0.0251,62
gulliver_50,Cl Gulliver 50,Gulliver_50,181.362,-62.678,0.265,1731.0,0.0407,62
haffner_18,Cl Haffner 18,Haffner_18,118.168,-26.387,0.25,5083.0,0.0141,62
loden_1194,Cl Loden 1194,Loden_1194,212.006,-59.786,0.84,688.0,0.2512,62
pismis_moreno_1,NAME Cl Pismis-Moreno 1,Pismis_Moreno_1,334.695,63.251,0.25,981.0,0.0089,62
sai_81,SAI 81,SAI_81,118.036,-28.12,0.25,4646.0,0.1622,62
sai_91,SAI 91,SAI_91,129.243,-50.045,0.25,3434.0,0.5248,62
ubc_135,UBC 135,UBC_135,299.824,33.724,0.25,4263.0,0.024,62
ubc_464,UBC 464,UBC_464,113.533,-28.127,0.413,3294.0,0.0141,62
upk_180,UPK 180,UPK_180,339.051,56.771,1.598,843.0,0.2455,62
upk_29,UPK 29,UPK_29,278.617,-5.47,0.453,681.0,0.8128,62
bh_118,Cl VDBH 118,BH_118,170.765,-58.549,0.25,8807.0,1.9055,61
bochum_11,Cl Bochum 11,Bochum_11,161.769,-60.096,0.25,2584.0,0.0063,61
dias_5,Cl Dias 5,Dias_5,274.385,-19.707,0.25,1303.0,0.0095,61
fsr_1591,[FSR2007] 1591,FSR_1591,174.222,-62.731,0.25,500.0,0.1,61
gulliver_11,Cl Gulliver 11,Gulliver_11,67.996,43.62,0.328,907.0,0.3236,61
kronberger_4,Kronberger 4,Kronberger_4,296.297,28.16,0.25,6984.0,0.6761,61
ngc_7067,NGC 7067,NGC_7067,321.058,48.012,0.25,5269.0,0.0062,61
ruprecht_48,Cl Ruprecht 48,Ruprecht_48,120.681,-32.045,0.25,3945.0,0.1122,61
ubc_104,UBC 104,UBC_104,280.692,-6.257,0.25,3028.0,0.0646,61
ubc_123,UBC 123,UBC_123,294.181,18.247,0.25,2371.0,0.257,61
ubc_124,UBC 124,UBC_124,295.404,19.036,0.25,2621.0,0.1175,61
ubc_243,UBC 243,UBC_243,133.864,-40.746,0.25,2044.0,0.1175,61
ubc_298,UBC 298,UBC_298,217.559,-59.815,0.25,2511.0,0.049,61
ubc_313,UBC 313,UBC_313,246.139,-51.932,0.25,3231.0,0.0603,61
ubc_541,UBC 541,UBC_541,243.015,-50.188,0.25,2309.0,0.0219,61
alessi_19,Cl Alessi 19,Alessi_19,274.741,12.311,1.487,573.0,0.0257,60
bh_55,Cl VDBH 55,BH_55,134.042,-39.518,0.25,4783.0,2.2909,60
berkeley_77,Cl Berkeley 77,Berkeley_77,110.362,-3.234,0.25,3617.0,0.7413,60
fsr_0165,[FSR2007] 0165,FSR_0165,299.546,26.761,0.25,2429.0,0.0155,60
fsr_0979,[FSR2007] 0979,FSR_0979,97.814,11.081,0.25,2969.0,0.5623,60
fsr_1144,[FSR2007] 1144,FSR_1144,104.298,-6.628,0.25,1808.0,0.0646,60
juchert_3,Juchert 3,Juchert_3,286.886,6.279,0.25,500.0,0.1,60
ngc_6322,NGC 6322,NGC_6322,259.625,-42.937,0.25,1377.0,0.0148,60
ruprecht_36,Cl Ruprecht 36,Ruprecht_36,117.096,-26.287,0.25,2706.0,0.0562,60
teutsch_144,Teutsch 144,Teutsch_144,320.438,50.595,0.265,2517.0,0.871,60
ubc_299,UBC 299,UBC_299,219.644,-62.153,0.25,2739.0,0.2951,60
ubc_32,UBC 32,UBC_32,279.312,-14.096,2.0,280.0,0.138,60
ubc_371,UBC 371,UBC_371,305.886,36.099,0.517,1754.0,0.0407,60
upk_654,UPK 654,UPK_654,277.329,-34.528,0.77,519.0,0.0794,60
gulliver_2,Cl Gulliver 2,Gulliver_2,122.883,-37.404,0.25,1375.0,0.0066,59
koposov_10,[KGZ2008] 10,Koposov_10,86.861,35.427,0.25,2992.0,0.1778,59
kronberger_79,Kronberger 79,Kronberger_79,293.478,18.522,0.25,500.0,0.1,59
teutsch_49,Teutsch 49,Teutsch_49,109.596,-17.585,0.25,500.0,0.1,59
ubc_154,UBC 154,UBC_154,317.093,46.334,0.25,3323.0,0.537,59
ubc_166,UBC 166,UBC_166,334.263,54.229,0.25,3132.0,0.0339,59
ubc_175,UBC 175,UBC_175,344.451,54.401,0.383,1334.0,0.4677,59
ubc_405,UBC 405,UBC_405,358.532,62.557,0.25,4233.0,0.0525,59
upk_645,UPK 645,UPK_645,270.167,-42.783,0.495,696.0,0.1047,59
ascc_90,[KPR2005] 90,ASCC_90,264.777,-34.874,0.97,557.0,0.8128,58
andrews_lindsay_5,[AL67] Cl* 5,Andrews_Lindsay_5,281.079,-4.931,0.25,500.0,0.1,58
collinder_185,Cl Collinder 185,Collinder_185,125.833,-36.349,0.312,1564.0,0.0617,58
fsr_0278,[FSR2007] 0278,FSR_0278,307.761,51.021,0.25,1708.0,2.1878,58
fsr_0385,[FSR2007] 0385,FSR_0385,340.628,58.941,0.25,2165.0,0.7079,58
fsr_1180,[FSR2007] 1180,FSR_1180,108.897,-9.453,0.25,2686.0,0.5495,58
gulliver_15,Cl Gulliver 15,Gulliver_15,272.599,-16.723,0.25,2043.0,0.0851,58
haffner_21,Cl Haffner 21,Haffner_21,120.288,-27.212,0.25,3143.0,0.2692,58
ngc_2169,NGC 2169,NGC_2169,92.125,13.951,0.25,1072.0,0.0123,58
ngc_6396,NGC 6396,NGC_6396,264.399,-35.013,0.25,2519.0,0.0151,58
ubc_178,UBC 178,UBC_178,346.201,63.36,0.4,947.0,0.0102,58
ubc_229,UBC 229,UBC_229,119.27,-22.796,0.25,2554.0,0.1122,58
ubc_230,UBC 230,UBC_230,114.521,-25.378,0.25,1894.0,0.0741,58
ubc_277,UBC 277,UBC_277,174.042,-59.46,0.25,1834.0,0.1023,58
upk_445,UPK 445,UPK_445,92.385,-15.03,0.735,663.0,0.0129,58
upk_524,UPK 524,UPK_524,105.304,-54.432,2.0,569.0,0.1072,58
ascc_107,[KPR2005] 107,ASCC_107,297.164,21.987,0.435,870.0,0.017,57
ascc_73,[KPR2005] 73,ASCC_73,189.281,-67.203,2.0,655.0,0.3388,57
bh_84,Cl VDBH 84,BH_84,150.331,-58.218,0.25,4449.0,0.1349,57
berkeley_71,Cl Berkeley 71,Berkeley_71,85.233,32.272,0.25,3598.0,0.871,57
bochum_13,Cl Bochum 13,Bochum_13,259.333,-35.529,0.263,1666.0,0.0089,57
coin_gaia_27,[CKS2019] COIN-Gaia 27,COIN-Gaia_27,85.76,13.743,0.488,1173.0,0.7244,57
czernik_9,Cl Czernik 9,Czernik_9,38.393,59.883,0.25,3304.0,0.2399,57
danks_1,Cl Danks 1,Danks_1,198.121,-62.699,0.25,500.0,0.1,57
fsr_1211,[FSR2007] 1211,FSR_1211,115.336,-9.607,0.25,3311.0,1.2023,57
gulliver_28,Cl Gulliver 28,Gulliver_28,293.559,18.059,1.388,634.0,0.3388,57
haffner_4,Cl Haffner 4,Haffner_4,106.512,-15.002,0.25,5051.0,0.4571,57
kronberger_52,Kronberger 52,Kronberger_52,299.536,30.883,0.25,4997.0,0.4074,57
ngc_6249,NGC 6249,NGC_6249,254.445,-44.815,0.25,1261.0,0.0204,57
ruprecht_44,Cl Ruprecht 44,Ruprecht_44,119.708,-28.558,0.25,5753.0,0.0145,57
stock_21,Cl Stock 21,Stock_21,7.59,57.922,0.25,2040.0,0.2818,57
teutsch_126,Teutsch 126,Teutsch_126,333.455,55.712,0.25,2227.0,0.049,57
ubc_134,UBC 134,UBC_134,299.722,31.095,0.25,2370.0,0.0741,57
ubc_160,UBC 160,UBC_160,327.716,51.374,0.25,1913.0,0.166,57
ubc_216,UBC 216,UBC_216,100.431,-5.789,0.31,1209.0,0.0617,57
ubc_272,UBC 272,UBC_272,168.099,-62.284,0.265,2513.0,0.0933,57
ubc_522,UBC 522,UBC_522,190.822,-61.627,0.275,2435.0,0.0151,57
upk_28,UPK 28,UPK_28,277.352,-4.974,0.383,927.0,0.166,57
upk_605,UPK 605,UPK_605,234.582,-65.957,0.36,734.0,0.0692,57
danks_2,Cl Danks 2,Danks_2,198.222,-62.681,0.25,500.0,0.1,56
eso_311_21,ESO 311-21,ESO_311_21,120.415,-41.596,0.25,5445.0,2.5704,56
fsr_0941,[FSR2007] 0941,FSR_0941,95.445,15.776,0.25,4359.0,0.4677,56
gulliver_7,Cl Gulliver 7,Gulliver_7,141.746,-55.127,0.25,5523.0,0.4786,56
king_12,Cl King 12,King_12,358.265,61.953,0.25,3126.0,0.0186,56
ngc_2374,NGC 2374,NGC_2374,111.016,-13.235,0.39,1212.0,0.2884,56
pismis_1,Cl Pismis 1,Pismis_1,124.58,-37.102,0.25,5666.0,0.0295,56
ubc_190,UBC 190,UBC_190,37.448,59.782,0.25,3225.0,0.0186,56
ubc_221,UBC 221,UBC_221,114.297,-15.681,0.25,2389.0,0.7079,56
ubc_233,UBC 233,UBC_233,112.783,-28.377,0.293,2395.0,0.4571,56
ubc_55,UBC 55,UBC_55,66.364,46.122,0.357,896.0,0.0339,56
upk_136,UPK 136,UPK_136,322.841,43.441,1.432,626.0,0.1148,56
bh_205,Cl VDBH 205,BH_205,254.053,-40.636,0.25,1604.0,0.0062,55
bh_72,Cl VDBH 72,BH_72,142.838,-53.04,0.25,5844.0,0.2239,55
berkeley_72,Cl Berkeley 72,Berkeley_72,87.559,22.247,0.25,5470.0,0.0537,55
collinder_269,Cl Collinder 269,Collinder_269,200.992,-66.204,0.343,1702.0,0.4169,55
fsr_0398,[FSR2007] 0398,FSR_0398,339.135,64.153,0.25,917.0,0.0182,55
fsr_0728,[FSR2007] 0728,FSR_0728,67.458,38.496,0.25,1876.0,0.1622,55
ngc_4439,NGC 4439,NGC_4439,187.119,-60.097,0.25,2011.0,0.0525,55
ruprecht_127,Cl Ruprecht 127,Ruprecht_127,264.462,-36.309,0.25,2298.0,0.0135,55
skiff_j1942+38.6,NAME Skiff J1942+38.6,Skiff_J1942+38.6,295.611,38.645,0.25,2378.0,1.4791,55
ubc_179,UBC 179,UBC_179,350.98,59.522,0.34,1182.0,0.2042,55
ubc_199,UBC 199,UBC_199,67.449,25.422,0.338,1233.0,1.1482,55
ubc_207,UBC 207,UBC_207,83.848,-4.486,0.58,378.0,0.0151,55
ubc_247,UBC 247,UBC_247,126.678,-50.729,0.275,1152.0,0.0575,55
ubc_295,UBC 295,UBC_295,207.554,-60.399,0.25,1717.0,0.5012,55
ubc_583,UBC 583,UBC_583,303.735,36.659,0.305,2943.0,0.0871,55
ubc_84,UBC 84,UBC_84,15.429,61.72,0.25,2650.0,0.0479,55
upk_533,UPK 533,UPK_533,122.798,-52.529,2.0,344.0,0.0891,55
upk_578,UPK 578,UPK_578,192.965,-57.367,0.293,956.0,0.871,55
bh_73,Cl VDBH 73,BH_73,142.981,-50.225,0.25,6708.0,0.7413,54
berkeley_27,Cl Berkeley 27,Berkeley_27,102.837,5.772,0.25,4835.0,1.6982,54
eso_092_18,ESO 092-18,ESO_092_18,153.73,-64.611,0.25,9910.0,2.884,54
fsr_1360,[FSR2007] 1360,FSR_1360,120.392,-34.483,0.25,2386.0,0.1549,54
gulliver_4,Cl Gulliver 4,Gulliver_4,122.164,-37.5,0.25,2747.0,1.1482,54
lynga_4,Cl Lynga 4,Lynga_4,233.344,-55.234,0.25,500.0,0.1,54
ngc_1496,NGC 1496,NGC_1496,61.111,52.668,0.25,1667.0,0.389,54
ngc_1579,NGC 1579,NGC_1579,67.514,35.325,0.28,500.0,0.1,54
ngc_2225,NGC 2225,NGC_2225,96.652,-9.643,0.25,3392.0,1.3804,54
ngc_6561,NGC 6561,NGC_6561,272.659,-16.74,0.25,1480.0,0.0186,54
ubc_101,UBC 101,UBC_101,279.496,-7.135,0.25,2175.0,0.0282,54
ubc_198,UBC 198,UBC_198,82.109,35.736,0.302,1744.0,0.2754,54
ubc_210,UBC 210,UBC_210,97.675,-1.413,0.25,2321.0,1.2882,54
ubc_476,UBC 476,UBC_476,126.579,-33.835,0.25,4071.0,0.0871,54
ubc_525,UBC 525,UBC_525,196.023,-63.941,0.25,2279.0,0.0117,54
ubc_562,UBC 562,UBC_562,262.776,-37.891,0.25,2440.0,0.0117,54
ubc_68,UBC 68,UBC_68,91.18,36.784,0.25,2366.0,0.2138,54
upk_333,UPK 333,UPK_333,61.771,44.094,1.03,706.0,0.7586,54
upk_442,UPK 442,UPK_442,98.4,-11.549,2.0,622.0,0.1698,54
upk_528,UPK 528,UPK_528,137.032,-43.346,0.34,1013.0,0.3467,54
berkeley_28,Cl Berkeley 28,Berkeley_28,103.028,2.922,0.25,4789.0,0.3467,53
berkeley_96,Cl Berkeley 96,Berkeley_96,337.478,55.408,0.25,3573.0,0.0372,53
fsr_0534,[FSR2007] 0534,FSR_0534,19.349,61.273,0.255,2842.0,0.0257,53
fsr_1085,[FSR2007] 1085,FSR_1085,103.29,-0.192,0.25,1565.0,0.0575,53
fsr_1380,[FSR2007] 1380,FSR_1380,122.764,-39.994,0.25,3245.0,1.0233,53
juchert_1,Juchert 1,Juchert_1,290.629,12.667,0.25,500.0,0.1,53
ngc_6846,NGC 6846,NGC_6846,299.112,32.349,0.25,5321.0,0.4898,53
ruprecht_67,Cl Ruprecht 67,Ruprecht_67,130.464,-43.363,0.25,1607.0,0.4266,53
trumpler_1,Cl Trumpler 1,Trumpler_1,23.915,61.283,0.25,2773.0,0.0288,53
ubc_147,UBC 147,UBC_147,308.317,47.147,0.288,2129.0,0.0347,53
ubc_184,UBC 184,UBC_184,5.76,59.451,0.25,1697.0,0.8128,53
ubc_517,UBC 517,UBC_517,182.482,-63.791,0.37,2348.0,0.0224,53
ubc_90,UBC 90,UBC_90,97.208,14.921,0.25,2913.0,0.4898,53
upk_381,UPK 381,UPK_381,95.506,29.107,1.458,712.0,0.2884,53
bh_132,Cl VDBH 132,BH_132,186.72,-64.058,0.25,2541.0,0.1585,52
berkeley_47,Cl Berkeley 47,Berkeley_47,292.127,17.362,0.25,2437.0,0.0219,52
czernik_5,Cl Czernik 5,Czernik_5,28.927,61.355,0.25,4146.0,0.1349,52
fsr_0735,[FSR2007] 0735,FSR_0735,73.471,40.859,0.25,2856.0,0.4571,52
fsr_0932,[FSR2007] 0932,FSR_0932,91.087,14.573,0.25,2340.0,0.1175,52
haffner_26,Cl Haffner 26,Haffner_26,123.911,-30.851,0.25,2788.0,0.537,52
ngc_2183,NAME NGC 2183 Cluster,NGC_2183,92.717,-6.213,0.348,815.0,0.0174,52
ngc_743,NGC 743,NGC_743,29.614,60.13,0.307,1169.0,0.1,52
negueruela_1,NAME Cl Negueruela 1,Negueruela_1,356.849,63.219,0.25,2879.0,0.017,52
ruprecht_47,Cl Ruprecht 47,Ruprecht_47,120.57,-31.074,0.25,3720.0,0.0295,52
sai_94,SAI 94,SAI_94,131.171,-46.292,0.25,4592.0,1.4791,52
ubc_245,UBC 245,UBC_245,129.276,-45.245,0.297,2303.0,0.0347,52
ubc_291,UBC 291,UBC_291,199.091,-63.436,0.25,2944.0,0.0251,52
ubc_294,UBC 294,UBC_294,204.258,-58.073,0.25,1586.0,0.7943,52
ubc_542,UBC 542,UBC_542,244.575,-49.487,0.25,1777.0,0.1259,52
ubc_61,UBC 61,UBC_61,75.067,36.23,0.362,1314.0,0.8318,52
ubc_93,UBC 93,UBC_93,268.575,-25.399,0.25,2432.0,0.8128,52
upk_169,UPK 169,UPK_169,326.718,59.915,0.912,904.0,0.0138,52
upk_51,UPK 51,UPK_51,314.073,-6.588,1.032,581.0,0.1072,52
upk_540,UPK 540,UPK_540,114.567,-58.609,1.797,360.0,0.0372,52
czernik_14,Cl Czernik 14,Czernik_14,49.262,58.612,0.25,3176.0,0.4169,51
eso_134_12,ESO 134-12,ESO_134_12,221.22,-59.158,0.25,2420.0,0.1514,51
fsr_0195,[FSR2007] 0195,FSR_0195,304.229,33.637,0.25,500.0,0.1,51
gulliver_27,Cl Gulliver 27,Gulliver_27,146.088,-54.117,0.25,2716.0,0.6026,51
gulliver_30,Cl Gulliver 30,Gulliver_30,313.673,45.996,0.25,2272.0,0.1514,51
ic_2948,IC 2948,IC_2948,174.822,-63.44,0.263,2508.0,0.0065,51
ngc_2302,NGC 2302,NGC_2302,102.977,-7.086,0.25,1258.0,0.1072,51
ubc_162,UBC 162,UBC_162,327.751,52.982,0.25,2268.0,0.2188,51
ubc_201,UBC 201,UBC_201,93.356,15.938,0.25,1703.0,0.0955,51
ubc_215,UBC 215,UBC_215,100.461,-5.243,0.33,1419.0,0.4074,51
ubc_258,UBC 258,UBC_258,158.917,-57.615,0.275,2419.0,0.0407,51
ubc_264,UBC 264,UBC_264,163.166,-60.595,0.25,3000.0,0.2951,51
ubc_270,UBC 270,UBC_270,169.813,-59.552,0.25,2543.0,0.1622,51
ubc_279,UBC 279,UBC_279,173.443,-66.087,0.26,1614.0,0.2951,51
ubc_428,UBC 428,UBC_428,66.793,44.67,0.278,3429.0,0.2399,51
ubc_83,UBC 83,UBC_83,97.561,7.335,0.293,2105.0,0.1514,51
upk_21,UPK 21,UPK_21,282.895,-15.15,0.585,578.0,1.1482,51
upk_537,UPK 537,UPK_537,126.57,-52.113,1.887,628.0,0.2344,51
alessi_8,Cl Alessi 8,Alessi_8,232.408,-51.227,0.56,668.0,0.1175,50
coin_gaia_38,[CKS2019] COIN-Gaia 38,COIN-Gaia_38,51.472,51.072,0.33,1274.0,0.2692,50
eso_312_03,ESO 312-03,ESO_312_03,126.123,-41.287,0.25,4268.0,0.0871,50
eso_371_25,ESO 371-25,ESO_371_25,133.248,-35.476,0.25,5832.0,2.0417,50
fsr_0558,[FSR2007] 0558,FSR_0558,30.191,67.799,0.25,2911.0,0.537,50
ngc_1333,NGC 1333,NGC_1333,52.297,31.31,0.25,299.0,0.0115,50
ruprecht_16,Cl Ruprecht 16,Ruprecht_16,110.798,-19.48,0.25,3066.0,0.2692,50
ruprecht_33,Cl Ruprecht 33,Ruprecht_33,116.445,-21.915,0.25,2370.0,0.2692,50
ruprecht_4,Cl Ruprecht 4,Ruprecht_4,102.248,-10.524,0.25,4087.0,0.8511,50
ubc_121,UBC 121,UBC_121,288.891,12.844,0.25,1607.0,0.1622,50
ubc_460,UBC 460,UBC_460,113.818,-21.318,0.378,2946.0,0.0324,50
ubc_564,UBC 564,UBC_564,263.999,-34.645,0.253,2396.0,0.0257,50
ubc_568,UBC 568,UBC_568,262.951,-31.915,0.25,2545.0,0.0056,50
ubc_73,UBC 73,UBC_73,95.381,26.913,0.25,2146.0,0.389,50
upk_45,UPK 45,UPK_45,291.696,0.212,0.388,897.0,0.1047,50
ascc_123,[KPR2005] 123,ASCC_123,340.299,53.986,2.0,229.0,0.0447,49
basel_18,Cl Basel 18,Basel_18,201.967,-62.306,0.25,1863.0,0.0275,49
dias_1,Cl Dias 1,Dias_1,10.63,64.056,0.25,2608.0,0.0302,49
gulliver_43,Cl Gulliver 43,Gulliver_43,296.283,24.558,0.25,2994.0,0.0575,49
haffner_23,Cl Haffner 23,Haffner_23,107.389,-16.866,0.293,2042.0,0.3162,49
king_9,Cl King 9,King_9,333.877,54.405,0.25,5696.0,3.0903,49
ngc_5269,NGC 5269,NGC_5269,206.147,-62.907,0.25,2080.0,0.1318,49
ubc_255,UBC 255,UBC_255,128.456,-61.463,0.3,890.0,2.3988,49
ubc_471,UBC 471,UBC_471,121.561,-33.053,0.25,4389.0,0.7079,49
upk_621,UPK 621,UPK_621,237.093,-54.403,1.05,842.0,0.0263,49
ascc_9,[KPR2005] 9,ASCC_9,41.671,57.743,0.537,2376.0,0.0295,48
alessi_13,Cl Alessi 13,Alessi_13,51.762,-35.821,2.0,105.0,0.0355,48
berkeley_1,Cl Berkeley 1,Berkeley_1,2.449,60.476,0.25,3779.0,0.302,48
coin_gaia_41,[CKS2019] COIN-Gaia 41,COIN-Gaia_41,89.835,19.026,0.37,1988.0,0.2188,48
collinder_419,Cl Collinder 419,Collinder_419,304.534,40.732,0.25,1003.0,0.0195,48
dolidze_16,Cl Dolidze 16,Dolidze_16,78.623,32.707,0.325,1332.0,0.0166,48
fsr_0923,[FSR2007] 0923,FSR_0923,92.644,16.971,0.25,1667.0,0.9772,48
fsr_0974,[FSR2007] 0974,FSR_0974,98.156,12.553,0.25,3893.0,0.0891,48
lp_876,[LP2019] 876,LP_876,316.055,42.074,0.25,2124.0,0.0479,48
ngc_6469,NGC 6469,NGC_6469,268.277,-22.3,0.25,1710.0,0.0692,48
ruprecht_100,Cl Ruprecht 100,Ruprecht_100,181.52,-62.624,0.25,3373.0,0.2042,48
ruprecht_135,Cl Ruprecht 135,Ruprecht_135,269.511,-11.646,0.25,1054.0,0.6457,48
ubc_185,UBC 185,UBC_185,7.8,63.397,0.25,4015.0,0.263,48
ubc_426,UBC 426,UBC_426,62.5,50.103,0.25,2675.0,0.1259,48
ubc_443,UBC 443,UBC_443,98.638,-6.818,0.25,3171.0,0.8913,48
ubc_495,UBC 495,UBC_495,144.977,-57.294,0.25,3773.0,0.4074,48
ubc_603,UBC 603,UBC_603,26.858,54.711,0.578,2887.0,0.0427,48
ubc_608,UBC 608,UBC_608,61.358,55.926,0.25,5383.0,0.0204,48
upk_350,UPK 350,UPK_350,101.689,48.688,2.0,463.0,0.1288,48
vdbergh_83,Cl VDB 83,vdBergh_83,100.025,-27.189,0.378,897.0,0.0309,48
barkhatova_1,NAME Cl Barkhatova 1,Barkhatova_1,313.398,46.037,0.25,2195.0,0.263,47
berkeley_104,Cl Berkeley 104,Berkeley_104,0.865,63.587,0.25,4325.0,0.7762,47
berkeley_63,Cl Berkeley 63,Berkeley_63,34.858,63.718,0.25,5412.0,0.0182,47
biurakan_2,Cl Biurakan 2,Biurakan_2,302.283,35.488,0.348,1723.0,0.0093,47
coin_gaia_24,[CKS2019] COIN-Gaia 24,COIN-Gaia_24,90.693,23.203,0.485,1030.0,0.0832,47
fsr_0384,[FSR2007] 0384,FSR_0384,342.911,56.109,0.25,1920.0,0.4266,47
fsr_0985,[FSR2007] 0985,FSR_0985,92.953,7.02,0.25,2139.0,0.257,47
fsr_1435,[FSR2007] 1435,FSR_1435,134.218,-43.757,0.25,500.0,0.1,47
gulliver_52,Cl Gulliver 52,Gulliver_52,161.669,-59.508,0.383,2482.0,0.4786,47
king_18,Cl King 18,King_18,343.055,58.289,0.25,3153.0,0.0427,47
ngc_189,NGC 189,NGC_189,9.885,61.09,0.25,1228.0,0.3981,47
